"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ BZN|DE-LU","Generation - Solar  [MW] Intraday / BZN|DE-LU","Generation - Solar  [MW] Current / BZN|DE-LU","Generation - Wind Offshore  [MW] Day Ahead/ BZN|DE-LU","Generation - Wind Offshore  [MW] Intraday / BZN|DE-LU","Generation - Wind Offshore  [MW] Current / BZN|DE-LU","Generation - Wind Onshore  [MW] Day Ahead/ BZN|DE-LU","Generation - Wind Onshore  [MW] Intraday / BZN|DE-LU","Generation - Wind Onshore  [MW] Current / BZN|DE-LU"
"28.01.2019 14:00 - 28.01.2019 14:15","2408","2349","","4521","4376","","18146","16646",""
"28.01.2019 14:15 - 28.01.2019 14:30","2161","2095","","4508","4375","","18182","16899",""
"28.01.2019 14:30 - 28.01.2019 14:45","1915","1829","","4500","4376","","18198","17119",""
"28.01.2019 14:45 - 28.01.2019 15:00","1663","1562","","4492","4373","","18203","17310",""
"28.01.2019 15:00 - 28.01.2019 15:15","1403","1297","","4479","4372","","18206","17522",""
"28.01.2019 15:15 - 28.01.2019 15:30","1141","1045","","4395","4369","","18227","17769",""
"28.01.2019 15:30 - 28.01.2019 15:45","864","780","","4389","4372","","18319","17996",""
"28.01.2019 15:45 - 28.01.2019 16:00","625","556","","4379","4293","","18410","18142",""
"28.01.2019 16:00 - 28.01.2019 16:15","407","364","","4371","4291","","18486","18349",""
"28.01.2019 16:15 - 28.01.2019 16:30","233","212","","4358","4284","","18538","18429",""
"28.01.2019 16:30 - 28.01.2019 16:45","109","99","","4349","4276","","18592","18494",""
"28.01.2019 16:45 - 28.01.2019 17:00","29","29","","4338","4267","","18634","18570",""
"28.01.2019 17:00 - 28.01.2019 17:15","3","3","","4328","4263","","18680","18655",""
"28.01.2019 17:15 - 28.01.2019 17:30","0","0","","4312","4254","","18799","18726",""
"28.01.2019 17:30 - 28.01.2019 17:45","0","0","","4296","4246","","18926","18795",""
"28.01.2019 17:45 - 28.01.2019 18:00","0","0","","4279","4239","","19062","18846",""
"28.01.2019 18:00 - 28.01.2019 18:15","0","0","","4268","4231","","19166","18891",""
"28.01.2019 18:15 - 28.01.2019 18:30","0","0","","4243","4212","","19235","18922",""
"28.01.2019 18:30 - 28.01.2019 18:45","0","0","","4215","4192","","19312","18955",""
"28.01.2019 18:45 - 28.01.2019 19:00","0","0","","4196","4167","","19381","18980",""
"28.01.2019 19:00 - 28.01.2019 19:15","0","0","","4176","4140","","19429","18976",""
"28.01.2019 19:15 - 28.01.2019 19:30","0","0","","4142","4097","","19400","18821",""
"28.01.2019 19:30 - 28.01.2019 19:45","0","0","","4109","4058","","19375","18666",""
"28.01.2019 19:45 - 28.01.2019 20:00","0","0","","4082","4009","","19333","18503",""
"28.01.2019 20:00 - 28.01.2019 20:15","0","0","","4048","3966","","19278","18304",""
"28.01.2019 20:15 - 28.01.2019 20:30","0","0","","4021","3927","","19211","18104",""
"28.01.2019 20:30 - 28.01.2019 20:45","0","0","","3990","3898","","19136","17918",""
"28.01.2019 20:45 - 28.01.2019 21:00","0","0","","3957","3853","","19037","17717",""
"28.01.2019 21:00 - 28.01.2019 21:15","0","0","","3926","3808","","18920","17506",""
"28.01.2019 21:15 - 28.01.2019 21:30","0","0","","3898","3773","","18833","17351",""
"28.01.2019 21:30 - 28.01.2019 21:45","0","0","","3870","3731","","18739","17180",""
"28.01.2019 21:45 - 28.01.2019 22:00","0","0","","3830","3683","","18634","17013",""
"28.01.2019 22:00 - 28.01.2019 22:15","0","0","","3788","3635","","18291","16608",""
"28.01.2019 22:15 - 28.01.2019 22:30","0","0","","3746","3594","","18219","16524",""
"28.01.2019 22:30 - 28.01.2019 22:45","0","0","","3702","3551","","18143","16437",""
"28.01.2019 22:45 - 28.01.2019 23:00","0","0","","3663","3583","","18065","16424",""
"28.01.2019 23:00 - 28.01.2019 23:15","0","0","","3625","3542","","17983","16351",""
"28.01.2019 23:15 - 28.01.2019 23:30","0","0","","3588","3510","","17897","16327",""
"28.01.2019 23:30 - 28.01.2019 23:45","0","0","","3554","3470","","17805","16310",""
"28.01.2019 23:45 - 29.01.2019 00:00","0","0","","3598","3439","","17763","16262",""
"29.01.2019 00:00 - 29.01.2019 00:15","0","0","","3266","2987","","15328","15776",""
"29.01.2019 00:15 - 29.01.2019 00:30","0","0","","3213","3062","","15311","16114",""
"29.01.2019 00:30 - 29.01.2019 00:45","0","0","","3162","3282","","15302","16168",""
"29.01.2019 00:45 - 29.01.2019 01:00","0","0","","3108","3159","","15296","16221",""
"29.01.2019 01:00 - 29.01.2019 01:15","0","0","","3058","3063","","15297","16264",""
"29.01.2019 01:15 - 29.01.2019 01:30","0","0","","3039","3021","","15332","16312",""
"29.01.2019 01:30 - 29.01.2019 01:45","0","0","","3019","2751","","15370","16569",""
"29.01.2019 01:45 - 29.01.2019 02:00","0","0","","2997","2819","","15414","16609",""
"29.01.2019 02:00 - 29.01.2019 02:15","0","0","","2971","2704","","15425","16802",""
"29.01.2019 02:15 - 29.01.2019 02:30","0","0","","2925","2672","","15462","17066",""
"29.01.2019 02:30 - 29.01.2019 02:45","0","0","","2875","2795","","15508","17119",""
"29.01.2019 02:45 - 29.01.2019 03:00","0","0","","2834","2986","","15543","16718",""
"29.01.2019 03:00 - 29.01.2019 03:15","0","0","","2785","2726","","15584","16556",""
"29.01.2019 03:15 - 29.01.2019 03:30","0","0","","2759","2587","","15523","16251",""
"29.01.2019 03:30 - 29.01.2019 03:45","0","0","","2725","2570","","15467","16076",""
"29.01.2019 03:45 - 29.01.2019 04:00","0","0","","2683","2628","","15420","15963",""
"29.01.2019 04:00 - 29.01.2019 04:15","0","0","","2650","2671","","15350","15986",""
"29.01.2019 04:15 - 29.01.2019 04:30","0","0","","2635","2660","","15184","15817",""
"29.01.2019 04:30 - 29.01.2019 04:45","0","0","","2625","2881","","15018","15416",""
"29.01.2019 04:45 - 29.01.2019 05:00","0","0","","2605","2718","","14856","15033",""
"29.01.2019 05:00 - 29.01.2019 05:15","0","0","","2596","2372","","14697","14946",""
"29.01.2019 05:15 - 29.01.2019 05:30","0","0","","2593","2297","","14555","14884",""
"29.01.2019 05:30 - 29.01.2019 05:45","0","0","","2595","2460","","14402","14828",""
"29.01.2019 05:45 - 29.01.2019 06:00","0","0","","2597","2701","","14255","14605",""
"29.01.2019 06:00 - 29.01.2019 06:15","0","0","","2606","2845","","14214","14407",""
"29.01.2019 06:15 - 29.01.2019 06:30","0","0","","2603","2796","","14004","13803",""
"29.01.2019 06:30 - 29.01.2019 06:45","0","0","","2606","2602","","13793","13376",""
"29.01.2019 06:45 - 29.01.2019 07:00","0","0","","2603","2352","","13581","13461",""
"29.01.2019 07:00 - 29.01.2019 07:15","0","0","","2606","2518","","13376","12778",""
"29.01.2019 07:15 - 29.01.2019 07:30","0","0","","2634","2507","","13128","12668",""
"29.01.2019 07:30 - 29.01.2019 07:45","0","0","","2655","2321","","12876","12653",""
"29.01.2019 07:45 - 29.01.2019 08:00","11","9","","2671","2360","","12626","12418",""
"29.01.2019 08:00 - 29.01.2019 08:15","75","64","","2715","2392","","12364","12174",""
"29.01.2019 08:15 - 29.01.2019 08:30","270","204","","2796","2468","","12203","11915",""
"29.01.2019 08:30 - 29.01.2019 08:45","538","482","","2879","2539","","12051","11655",""
"29.01.2019 08:45 - 29.01.2019 09:00","907","857","","2969","2614","","11888","11350",""
"29.01.2019 09:00 - 29.01.2019 09:15","1321","1277","","3053","2689","","11734","11066",""
"29.01.2019 09:15 - 29.01.2019 09:30","1766","1754","","3123","2773","","11513","10807",""
"29.01.2019 09:30 - 29.01.2019 09:45","2242","2257","","3193","2855","","11291","10559",""
"29.01.2019 09:45 - 29.01.2019 10:00","2748","2769","","3252","2937","","11082","10327",""
"29.01.2019 10:00 - 29.01.2019 10:15","3263","3295","","3308","3010","","10880","10096",""
"29.01.2019 10:15 - 29.01.2019 10:30","3776","3791","","3365","3092","","10750","9911",""
"29.01.2019 10:30 - 29.01.2019 10:45","4298","4293","","3419","3172","","10630","9733",""
"29.01.2019 10:45 - 29.01.2019 11:00","4813","4792","","3477","3247","","10539","9571",""
"29.01.2019 11:00 - 29.01.2019 11:15","5296","5265","","3528","3313","","10451","9411",""
"29.01.2019 11:15 - 29.01.2019 11:30","5692","5660","","3574","3363","","10364","9326",""
"29.01.2019 11:30 - 29.01.2019 11:45","6037","6004","","3624","3414","","10272","9245",""
"29.01.2019 11:45 - 29.01.2019 12:00","6341","6299","","3679","3471","","10179","9163",""
"29.01.2019 12:00 - 29.01.2019 12:15","6587","6582","","3722","3524","","10099","9096",""
"29.01.2019 12:15 - 29.01.2019 12:30","6817","6764","","3748","3561","","10044","9017",""
"29.01.2019 12:30 - 29.01.2019 12:45","6989","6882","","3778","3609","","9966","8931",""
"29.01.2019 12:45 - 29.01.2019 13:00","7015","6881","","3804","3652","","9879","8841",""
"29.01.2019 13:00 - 29.01.2019 13:15","6983","6826","","3825","3696","","9782","8746",""
"29.01.2019 13:15 - 29.01.2019 13:30","6841","6690","","3814","3699","","9570","8562",""
"29.01.2019 13:30 - 29.01.2019 13:45","6641","6489","","3808","3694","","9346","8379",""
"29.01.2019 13:45 - 29.01.2019 14:00","6376","6215","","3800","3691","","9116","8186",""
"29.01.2019 14:00 - 29.01.2019 14:15","6038","5882","","3777","3722","","8872","8083",""
"29.01.2019 14:15 - 29.01.2019 14:30","5635","5518","","3715","3703","","8600","7866",""
"29.01.2019 14:30 - 29.01.2019 14:45","5136","5031","","3656","3686","","8322","7647",""
"29.01.2019 14:45 - 29.01.2019 15:00","4578","4483","","3592","3662","","8043","7439",""
"29.01.2019 15:00 - 29.01.2019 15:15","3967","3887","","3546","3635","","7769","7241",""
"29.01.2019 15:15 - 29.01.2019 15:30","3329","3265","","3513","3615","","7532","6987",""
"29.01.2019 15:30 - 29.01.2019 15:45","2621","2577","","3481","3594","","7305","6734",""
"29.01.2019 15:45 - 29.01.2019 16:00","1986","1962","","3457","3579","","7115","6503",""
"29.01.2019 16:00 - 29.01.2019 16:15","1328","1316","","3425","3567","","6951","6303",""
"29.01.2019 16:15 - 29.01.2019 16:30","785","776","","3396","3546","","7014","6358",""
"29.01.2019 16:30 - 29.01.2019 16:45","402","385","","3371","3517","","7081","6430",""
"29.01.2019 16:45 - 29.01.2019 17:00","117","118","","3348","3489","","7158","6519",""
"29.01.2019 17:00 - 29.01.2019 17:15","16","18","","3331","3477","","7250","6619",""
"29.01.2019 17:15 - 29.01.2019 17:30","0","0","","3347","3488","","7419","6813",""
"29.01.2019 17:30 - 29.01.2019 17:45","0","0","","3363","3496","","7586","7017",""
"29.01.2019 17:45 - 29.01.2019 18:00","0","0","","3382","3508","","7732","7217",""
"29.01.2019 18:00 - 29.01.2019 18:15","0","0","","3408","3528","","7891","7419",""
"29.01.2019 18:15 - 29.01.2019 18:30","0","0","","3459","3579","","8115","7670",""
"29.01.2019 18:30 - 29.01.2019 18:45","0","0","","3503","3635","","8341","7912",""
"29.01.2019 18:45 - 29.01.2019 19:00","0","0","","3563","3689","","8544","8149",""
"29.01.2019 19:00 - 29.01.2019 19:15","0","0","","3607","3746","","8765","8367",""
"29.01.2019 19:15 - 29.01.2019 19:30","0","0","","3657","3776","","8900","8497",""
"29.01.2019 19:30 - 29.01.2019 19:45","0","0","","3700","3802","","9047","8628",""
"29.01.2019 19:45 - 29.01.2019 20:00","0","0","","3739","3829","","9185","8750",""
"29.01.2019 20:00 - 29.01.2019 20:15","0","0","","3771","3847","","9307","8898",""
"29.01.2019 20:15 - 29.01.2019 20:30","0","0","","3785","3847","","9380","8977",""
"29.01.2019 20:30 - 29.01.2019 20:45","0","0","","3801","3837","","9451","9058",""
"29.01.2019 20:45 - 29.01.2019 21:00","0","0","","3804","3827","","9520","9121",""
"29.01.2019 21:00 - 29.01.2019 21:15","0","0","","3811","3809","","9576","9176",""
"29.01.2019 21:15 - 29.01.2019 21:30","0","0","","3836","3795","","9645","9282",""
"29.01.2019 21:30 - 29.01.2019 21:45","0","0","","3860","3780","","9719","9389",""
"29.01.2019 21:45 - 29.01.2019 22:00","0","0","","3892","3771","","9792","9495",""
"29.01.2019 22:00 - 29.01.2019 22:15","0","0","","3909","3752","","9792","9538",""
"29.01.2019 22:15 - 29.01.2019 22:30","0","0","","3876","3709","","9803","9573",""
"29.01.2019 22:30 - 29.01.2019 22:45","0","0","","3836","3666","","9821","9613",""
"29.01.2019 22:45 - 29.01.2019 23:00","0","0","","3794","3623","","9821","9656",""
"29.01.2019 23:00 - 29.01.2019 23:15","0","0","","3746","3586","","9819","9697",""
"29.01.2019 23:15 - 29.01.2019 23:30","0","0","","3689","3536","","9846","9803",""
"29.01.2019 23:30 - 29.01.2019 23:45","0","0","","3632","3486","","9878","9911",""
"29.01.2019 23:45 - 30.01.2019 00:00","0","0","","3580","3436","","9907","10023",""
"30.01.2019 00:00 - 30.01.2019 00:15","0","0","","3192","3267","","10298","11467",""
"30.01.2019 00:15 - 30.01.2019 00:30","0","0","","3164","3242","","10408","11349",""
"30.01.2019 00:30 - 30.01.2019 00:45","0","0","","3131","3110","","10513","11466",""
"30.01.2019 00:45 - 30.01.2019 01:00","0","0","","3103","3061","","10605","11629",""
"30.01.2019 01:00 - 30.01.2019 01:15","0","0","","3079","2934","","10689","11739",""
"30.01.2019 01:15 - 30.01.2019 01:30","0","0","","3036","2851","","10804","11694",""
"30.01.2019 01:30 - 30.01.2019 01:45","0","0","","2985","2767","","10926","11850",""
"30.01.2019 01:45 - 30.01.2019 02:00","0","0","","2942","2768","","11048","12057",""
"30.01.2019 02:00 - 30.01.2019 02:15","0","0","","2912","2757","","11121","12235",""
"30.01.2019 02:15 - 30.01.2019 02:30","0","0","","2915","2759","","11276","12420",""
"30.01.2019 02:30 - 30.01.2019 02:45","0","0","","2919","2771","","11436","12625",""
"30.01.2019 02:45 - 30.01.2019 03:00","0","0","","2926","2716","","11592","12877",""
"30.01.2019 03:00 - 30.01.2019 03:15","0","0","","2932","2709","","11746","12984",""
"30.01.2019 03:15 - 30.01.2019 03:30","0","0","","2923","2687","","11920","13065",""
"30.01.2019 03:30 - 30.01.2019 03:45","0","0","","2915","2692","","12093","13258",""
"30.01.2019 03:45 - 30.01.2019 04:00","0","0","","2905","2764","","12239","13376",""
"30.01.2019 04:00 - 30.01.2019 04:15","0","0","","2898","2754","","12389","13438",""
"30.01.2019 04:15 - 30.01.2019 04:30","0","0","","2923","2761","","12552","13479",""
"30.01.2019 04:30 - 30.01.2019 04:45","0","0","","2946","2819","","12714","13584",""
"30.01.2019 04:45 - 30.01.2019 05:00","0","0","","2969","2849","","12890","13729",""
"30.01.2019 05:00 - 30.01.2019 05:15","0","0","","3001","2910","","13048","13863",""
"30.01.2019 05:15 - 30.01.2019 05:30","0","0","","3039","2978","","13215","14007",""
"30.01.2019 05:30 - 30.01.2019 05:45","0","0","","3071","3040","","13384","14150",""
"30.01.2019 05:45 - 30.01.2019 06:00","0","0","","3110","2988","","13534","14317",""
"30.01.2019 06:00 - 30.01.2019 06:15","0","0","","3149","2971","","13857","14627",""
"30.01.2019 06:15 - 30.01.2019 06:30","0","0","","3189","2963","","14085","14810",""
"30.01.2019 06:30 - 30.01.2019 06:45","0","0","","3227","2976","","14318","14903",""
"30.01.2019 06:45 - 30.01.2019 07:00","0","0","","3281","2918","","14528","15053",""
"30.01.2019 07:00 - 30.01.2019 07:15","0","0","","3328","2916","","14757","15235",""
"30.01.2019 07:15 - 30.01.2019 07:30","0","0","","3381","2961","","14938","15392",""
"30.01.2019 07:30 - 30.01.2019 07:45","0","0","","3432","3065","","15126","15500",""
"30.01.2019 07:45 - 30.01.2019 08:00","19","17","","3483","3089","","15326","15672",""
"30.01.2019 08:00 - 30.01.2019 08:15","108","115","","3535","3122","","15540","15830",""
"30.01.2019 08:15 - 30.01.2019 08:30","387","345","","3587","3165","","15729","15919",""
"30.01.2019 08:30 - 30.01.2019 08:45","705","654","","3635","3210","","15912","15999",""
"30.01.2019 08:45 - 30.01.2019 09:00","1148","1088","","3659","3253","","16083","16060",""
"30.01.2019 09:00 - 30.01.2019 09:15","1603","1587","","3701","3300","","16266","16106",""
"30.01.2019 09:15 - 30.01.2019 09:30","2075","2111","","3743","3344","","16378","16057",""
"30.01.2019 09:30 - 30.01.2019 09:45","2561","2649","","3791","3392","","16477","16005",""
"30.01.2019 09:45 - 30.01.2019 10:00","3056","3155","","3837","3436","","16597","15986",""
"30.01.2019 10:00 - 30.01.2019 10:15","3531","3647","","3880","3473","","16715","15982",""
"30.01.2019 10:15 - 30.01.2019 10:30","3969","4096","","3883","3479","","16813","15968",""
"30.01.2019 10:30 - 30.01.2019 10:45","4388","4523","","3893","3483","","16903","15957",""
"30.01.2019 10:45 - 30.01.2019 11:00","4780","4907","","3895","3483","","17008","15964",""
"30.01.2019 11:00 - 30.01.2019 11:15","5116","5240","","3896","3486","","17125","15980",""
"30.01.2019 11:15 - 30.01.2019 11:30","5396","5512","","3885","3477","","17349","16092",""
"30.01.2019 11:30 - 30.01.2019 11:45","5624","5724","","3877","3473","","17573","16206",""
"30.01.2019 11:45 - 30.01.2019 12:00","5786","5861","","3865","3460","","17801","16337",""
"30.01.2019 12:00 - 30.01.2019 12:15","5887","5923","","3849","3451","","18030","16479",""
"30.01.2019 12:15 - 30.01.2019 12:30","5924","5910","","3827","3433","","18296","16637",""
"30.01.2019 12:30 - 30.01.2019 12:45","5886","5846","","3804","3408","","18564","16805",""
"30.01.2019 12:45 - 30.01.2019 13:00","5780","5714","","3775","3388","","18858","16978",""
"30.01.2019 13:00 - 30.01.2019 13:15","5624","5533","","3751","3367","","19131","17156",""
"30.01.2019 13:15 - 30.01.2019 13:30","5403","5297","","3741","3367","","19423","17480",""
"30.01.2019 13:30 - 30.01.2019 13:45","5125","4999","","3732","3369","","19714","17801",""
"30.01.2019 13:45 - 30.01.2019 14:00","4790","4649","","3723","3370","","19968","18081",""
"30.01.2019 14:00 - 30.01.2019 14:15","4415","4266","","3722","3376","","20223","19352",""
"30.01.2019 14:15 - 30.01.2019 14:30","4021","3866","","3736","3406","","20373","19563",""
"30.01.2019 14:30 - 30.01.2019 14:45","3574","3421","","3669","3439","","20445","19772",""
"30.01.2019 14:45 - 30.01.2019 15:00","3117","2965","","3679","3462","","20551","19947",""
"30.01.2019 15:00 - 30.01.2019 15:15","2646","2499","","3686","3494","","20668","20121",""
"30.01.2019 15:15 - 30.01.2019 15:30","2179","2035","","3693","3516","","20814","20306",""
"30.01.2019 15:30 - 30.01.2019 15:45","1680","1547","","3697","3538","","20962","20497",""
"30.01.2019 15:45 - 30.01.2019 16:00","1224","1119","","3699","3551","","21085","20678",""
"30.01.2019 16:00 - 30.01.2019 16:15","802","719","","3706","3500","","21178","20772",""
"30.01.2019 16:15 - 30.01.2019 16:30","472","406","","3726","3530","","21209","20897",""
"30.01.2019 16:30 - 30.01.2019 16:45","230","191","","3739","3560","","21247","21024",""
"30.01.2019 16:45 - 30.01.2019 17:00","65","65","","3759","3592","","21274","21160",""
"30.01.2019 17:00 - 30.01.2019 17:15","12","12","","3779","3625","","21294","21294",""
"30.01.2019 17:15 - 30.01.2019 17:30","1","1","","3780","3638","","21331","21390",""
"30.01.2019 17:30 - 30.01.2019 17:45","0","0","","3782","3654","","21369","21487",""
"30.01.2019 17:45 - 30.01.2019 18:00","0","0","","3787","3667","","21369","21556",""
"30.01.2019 18:00 - 30.01.2019 18:15","0","0","","3789","3667","","21354","21611",""
"30.01.2019 18:15 - 30.01.2019 18:30","0","0","","3781","3655","","21309","21569",""
"30.01.2019 18:30 - 30.01.2019 18:45","0","0","","3773","3638","","21266","21541",""
"30.01.2019 18:45 - 30.01.2019 19:00","0","0","","3759","3627","","21215","21480",""
"30.01.2019 19:00 - 30.01.2019 19:15","0","0","","3739","3612","","21138","21388",""
"30.01.2019 19:15 - 30.01.2019 19:30","0","0","","3702","3573","","20891","21157",""
"30.01.2019 19:30 - 30.01.2019 19:45","0","0","","3665","3538","","20648","20921",""
"30.01.2019 19:45 - 30.01.2019 20:00","0","0","","3628","3493","","20385","20669",""
"30.01.2019 20:00 - 30.01.2019 20:15","0","0","","3598","3448","","20095","20373",""
"30.01.2019 20:15 - 30.01.2019 20:30","0","0","","3563","3394","","19779","20045",""
"30.01.2019 20:30 - 30.01.2019 20:45","0","0","","3531","3337","","19448","19721",""
"30.01.2019 20:45 - 30.01.2019 21:00","0","0","","3499","3284","","19131","19411",""
"30.01.2019 21:00 - 30.01.2019 21:15","0","0","","3465","3229","","18823","19112",""
"30.01.2019 21:15 - 30.01.2019 21:30","0","0","","3473","3261","","18578","18841",""
"30.01.2019 21:30 - 30.01.2019 21:45","0","0","","3422","3229","","18266","18510",""
"30.01.2019 21:45 - 30.01.2019 22:00","0","0","","3369","3196","","18011","18237",""
"30.01.2019 22:00 - 30.01.2019 22:15","0","0","","3318","3171","","17519","17730",""
"30.01.2019 22:15 - 30.01.2019 22:30","0","0","","3260","3146","","17162","17356",""
"30.01.2019 22:30 - 30.01.2019 22:45","0","0","","3205","3122","","16803","16980",""
"30.01.2019 22:45 - 30.01.2019 23:00","0","0","","3147","3089","","16499","16671",""
"30.01.2019 23:00 - 30.01.2019 23:15","0","0","","3084","3061","","16216","16371",""
"30.01.2019 23:15 - 30.01.2019 23:30","0","0","","3045","3030","","15948","16067",""
"30.01.2019 23:30 - 30.01.2019 23:45","0","0","","3009","3003","","15682","15771",""
"30.01.2019 23:45 - 31.01.2019 00:00","0","0","","2972","2983","","15473","15521",""
"31.01.2019 00:00 - 31.01.2019 00:15","0","0","","2603","2529","","13477","11774",""
"31.01.2019 00:15 - 31.01.2019 00:30","0","0","","2573","2544","","13263","11482",""
"31.01.2019 00:30 - 31.01.2019 00:45","0","0","","2548","2541","","13037","11263",""
"31.01.2019 00:45 - 31.01.2019 01:00","0","0","","2522","2497","","12822","10969",""
"31.01.2019 01:00 - 31.01.2019 01:15","0","0","","2492","2432","","12623","10705",""
"31.01.2019 01:15 - 31.01.2019 01:30","0","0","","2469","2459","","12387","10356",""
"31.01.2019 01:30 - 31.01.2019 01:45","0","0","","2440","2420","","12162","10090",""
"31.01.2019 01:45 - 31.01.2019 02:00","0","0","","2415","2331","","11930","9895",""
"31.01.2019 02:00 - 31.01.2019 02:15","0","0","","2399","2231","","11651","9584",""
"31.01.2019 02:15 - 31.01.2019 02:30","0","0","","2372","2181","","11432","9305",""
"31.01.2019 02:30 - 31.01.2019 02:45","0","0","","2344","2150","","11211","9158",""
"31.01.2019 02:45 - 31.01.2019 03:00","0","0","","2313","2126","","10980","8939",""
"31.01.2019 03:00 - 31.01.2019 03:15","0","0","","2282","2104","","10744","8716",""
"31.01.2019 03:15 - 31.01.2019 03:30","0","0","","2244","2074","","10536","8511",""
"31.01.2019 03:30 - 31.01.2019 03:45","0","0","","2204","2069","","10329","8372",""
"31.01.2019 03:45 - 31.01.2019 04:00","0","0","","2170","2048","","10112","8190",""
"31.01.2019 04:00 - 31.01.2019 04:15","0","0","","2133","2021","","9906","8005",""
"31.01.2019 04:15 - 31.01.2019 04:30","0","0","","2108","2028","","9724","7923",""
"31.01.2019 04:30 - 31.01.2019 04:45","0","0","","2080","2036","","9530","7754",""
"31.01.2019 04:45 - 31.01.2019 05:00","0","0","","2051","2045","","9249","7600",""
"31.01.2019 05:00 - 31.01.2019 05:15","0","0","","2030","2100","","8983","7374",""
"31.01.2019 05:15 - 31.01.2019 05:30","0","0","","2010","2118","","8857","7201",""
"31.01.2019 05:30 - 31.01.2019 05:45","0","0","","1988","2153","","8728","7102",""
"31.01.2019 05:45 - 31.01.2019 06:00","0","0","","1969","2143","","8612","7021",""
"31.01.2019 06:00 - 31.01.2019 06:15","0","0","","1959","2184","","8558","6947",""
"31.01.2019 06:15 - 31.01.2019 06:30","0","0","","1971","2207","","8487","6786",""
"31.01.2019 06:30 - 31.01.2019 06:45","0","0","","1984","2196","","8414","6703",""
"31.01.2019 06:45 - 31.01.2019 07:00","0","0","","1994","2249","","8375","6603",""
"31.01.2019 07:00 - 31.01.2019 07:15","0","0","","2001","2239","","8335","6544",""
"31.01.2019 07:15 - 31.01.2019 07:30","0","0","","2030","2223","","8318","6415",""
"31.01.2019 07:30 - 31.01.2019 07:45","0","0","","2050","2163","","8303","6417",""
"31.01.2019 07:45 - 31.01.2019 08:00","47","42","","2066","2129","","8257","6373",""
"31.01.2019 08:00 - 31.01.2019 08:15","162","149","","2092","2105","","8175","6329",""
"31.01.2019 08:15 - 31.01.2019 08:30","526","467","","2112","2093","","8115","6280",""
"31.01.2019 08:30 - 31.01.2019 08:45","986","932","","2127","2087","","8051","6225",""
"31.01.2019 08:45 - 31.01.2019 09:00","1589","1508","","2148","2078","","7957","6165",""
"31.01.2019 09:00 - 31.01.2019 09:15","2262","2147","","2170","2082","","7868","6094",""
"31.01.2019 09:15 - 31.01.2019 09:30","2929","2786","","2193","2089","","7776","6030",""
"31.01.2019 09:30 - 31.01.2019 09:45","3649","3478","","2214","2101","","7674","5957",""
"31.01.2019 09:45 - 31.01.2019 10:00","4404","4198","","2238","2108","","7609","5907",""
"31.01.2019 10:00 - 31.01.2019 10:15","5166","4952","","2258","2121","","7550","5849",""
"31.01.2019 10:15 - 31.01.2019 10:30","5845","5628","","2265","2142","","7451","5712",""
"31.01.2019 10:30 - 31.01.2019 10:45","6494","6274","","2266","2159","","7361","5578",""
"31.01.2019 10:45 - 31.01.2019 11:00","7096","6867","","2276","2183","","7278","5443",""
"31.01.2019 11:00 - 31.01.2019 11:15","7634","7400","","2291","2222","","7183","5303",""
"31.01.2019 11:15 - 31.01.2019 11:30","8121","7878","","2309","2280","","7081","5197",""
"31.01.2019 11:30 - 31.01.2019 11:45","8522","8279","","2328","2338","","6981","5102",""
"31.01.2019 11:45 - 31.01.2019 12:00","8799","8583","","2351","2399","","6869","5007",""
"31.01.2019 12:00 - 31.01.2019 12:15","8986","8796","","2377","2449","","6738","4921",""
"31.01.2019 12:15 - 31.01.2019 12:30","9098","8950","","2428","2505","","6632","4816",""
"31.01.2019 12:30 - 31.01.2019 12:45","9115","8996","","2474","2559","","6530","4714",""
"31.01.2019 12:45 - 31.01.2019 13:00","9028","8943","","2527","2614","","6424","4605",""
"31.01.2019 13:00 - 31.01.2019 13:15","8869","8823","","2565","2662","","6196","4411",""
"31.01.2019 13:15 - 31.01.2019 13:30","8649","8636","","2594","2673","","5962","4251",""
"31.01.2019 13:30 - 31.01.2019 13:45","8354","8353","","2622","2685","","5724","4101",""
"31.01.2019 13:45 - 31.01.2019 14:00","7964","7970","","2646","2697","","5488","3942",""
"31.01.2019 14:00 - 31.01.2019 14:15","7448","7493","","2663","2822","","5383","3839",""
"31.01.2019 14:15 - 31.01.2019 14:30","6887","6939","","2674","2813","","5184","3689",""
"31.01.2019 14:30 - 31.01.2019 14:45","6237","6289","","2684","2807","","4992","3536",""
"31.01.2019 14:45 - 31.01.2019 15:00","5530","5570","","2691","2796","","4801","3382",""
"31.01.2019 15:00 - 31.01.2019 15:15","4781","4809","","2698","2768","","4603","3257",""
"31.01.2019 15:15 - 31.01.2019 15:30","4018","4031","","2689","2724","","4450","3178",""
"31.01.2019 15:30 - 31.01.2019 15:45","3228","3231","","2683","2692","","4304","3102",""
"31.01.2019 15:45 - 31.01.2019 16:00","2487","2483","","2679","2671","","4177","3043",""
"31.01.2019 16:00 - 31.01.2019 16:15","1726","1724","","2676","2655","","4094","3016",""
"31.01.2019 16:15 - 31.01.2019 16:30","1015","1015","","2668","2604","","4324","3317",""
"31.01.2019 16:30 - 31.01.2019 16:45","521","514","","2666","2560","","4558","3616",""
"31.01.2019 16:45 - 31.01.2019 17:00","166","173","","2651","2495","","4818","3937",""
